Initial conditions

phi = 0.0
theta =0.218893
psi=0.0;

u=35.156
v =-0.79
w=7.598

X =0.0
Y=0.0
Z=609.6


g=9.8

Time     Ax                Ay              Az              p                q             q

0	2.12909986	-6.76E-11	-9.570816017	0	0	0
0.02	2.129280287	-0.01025101	-9.717008555	-0.004416687	-0.006168835	-0.0001012
0.04	2.127684998	-0.00913537	-9.703982298	-0.009268289	-0.013181113	-0.000170792
0.06	2.124367034	-0.007937119	-9.686654617	-0.013677532	-0.019781246	-0.000191026
0.08	2.119469119	-0.006658568	-9.665414104	-0.017680898	-0.025976861	-0.000167703
0.1	2.113129723	-0.005302236	-9.640632427	-0.021311859	-0.031776415	-0.000106021
0.12	2.105482684	-0.003870779	-9.612664624	-0.024601127	-0.037189112	-1.06E-05
0.14	2.096656898	-0.002366935	-9.581849389	-0.027576893	-0.042224821	0.000114271
0.16	2.086776064	-0.000793473	-9.548509371	-0.030265034	-0.046893993	0.000264986
0.18	2.075958491	0.000846845	-9.512951463	-0.03268931	-0.051207583	0.000438178
0.2	2.064316955	0.002551292	-9.475467102	-0.034871537	-0.055176972	0.000630876
0.22	2.051958603	0.004317204	-9.43633257	-0.03683175	-0.0588139	0.000840437
0.24	2.038984898	0.006141999	-9.3958093	-0.03858835	-0.062130386	0.001064505
0.26	2.025491608	0.008023192	-9.354144194	-0.04015824	-0.065138671	0.001300989
0.28	2.011568825	0.009958403	-9.311569947	-0.041556947	-0.067851149	0.001548029
0.3	1.997301022	0.011945367	-9.268305371	-0.042798733	-0.070280311	0.001803979
0.32	1.982767126	0.013981939	-9.224555747	-0.0438967	-0.07243869	0.00206738
0.34	1.968040635	0.016066095	-9.180513164	-0.044862885	-0.074338806	0.002336941
0.36	1.953189736	0.018195933	-9.136356886	-0.045708346	-0.075993124	0.002611522
0.38	1.93827746	0.020369675	-9.092253716	-0.046443239	-0.077414009	0.002890116
0.4	1.923361838	0.022585657	-9.048358376	-0.047076894	-0.078613684	0.003171839
0.42	1.908496082	0.024842335	-9.004813891	-0.047617879	-0.079604197	0.00345591
0.44	1.89372877	0.027138275	-8.961751977	-0.048074064	-0.080397388	0.003741642
0.46	1.87910404	0.029472151	-8.919293446	-0.048452675	-0.081004861	0.004028434
0.48	1.864661791	0.031842738	-8.877548606	-0.048760347	-0.081437959	0.004315757
0.5	1.850437893	0.034248907	-8.836617668	-0.04900317	-0.081707738	0.004603147
0.52	1.836464387	0.036689624	-8.796591161	-0.049186733	-0.081824956	0.004890199
0.54	1.822769697	0.039163936	-8.757550338	-0.049316166	-0.08180005	0.005176556
0.56	1.80937884	0.041670971	-8.719567594	-0.049396174	-0.081643125	0.005461906
0.58	1.796313624	0.044209931	-8.68270688	-0.049431073	-0.081363945	0.005745976
0.6	1.783592855	0.046780087	-8.647024106	-0.049424821	-0.080971922	0.006028526
0.62	1.77123253	0.049380773	-8.612567555	-0.049381045	-0.080476113	0.006309345
0.64	1.759246031	0.052011377	-8.579378287	-0.04930307	-0.07988521	0.006588246
0.66	1.74764431	0.054671342	-8.547490529	-0.049193941	-0.079207545	0.006865067
0.68	1.736436068	0.057360158	-8.516932078	-0.049056449	-0.078451085	0.00713966
0.7	1.725627924	0.060077356	-8.487724675	-0.048893147	-0.077623434	0.007411896
0.72	1.715224585	0.062822505	-8.459884389	-0.048706372	-0.076731835	0.007681658
0.74	1.705228996	0.065595208	-8.433421983	-0.048498262	-0.075783174	0.007948842
0.76	1.695642496	0.068395096	-8.40834327	-0.048270773	-0.074783984	0.008213351
0.78	1.686464954	0.071221825	-8.384649464	-0.048025691	-0.073740452	0.008475097
0.8	1.677694906	0.074075074	-8.362337517	-0.047764649	-0.072658424	0.008734
0.82	1.669329679	0.076954538	-8.341400447	-0.047489139	-0.071543413	0.008989984
0.84	1.661365508	0.079859929	-8.32182765	-0.047200522	-0.070400608	0.009242976
0.86	1.653797652	0.082790969	-8.303605208	-0.046900041	-0.069234881	0.00949291
0.88	1.646620493	0.08574739	-8.286716178	-0.046588828	-0.068050794	0.009739719
0.9	1.639827634	0.088728929	-8.271140874	-0.046267917	-0.066852614	0.009983341
0.92	1.633411991	0.091735329	-8.256857133	-0.045938249	-0.065644317	0.010223715
0.94	1.627365875	0.094766333	-8.243840571	-0.045600681	-0.064429602	0.010460779
